event_id,team,module,priority,build_time_min,deploy_time_min,commit_size_loc,num_bugs,test_coverage_pct,ticket_resolution_h,deploy_status
1318,Gamma,api,alta,11.43,11.43,310,0,66.7,7.64,success
1319,Beta,ui,alta,4.02,2.66,108,0,79.9,5.86,success
1320,Beta,db,alta,0.5,2.29,42,0,70.0,5.24,success
1321,Alpha,db,media,6.75,8.58,90,0,73.8,7.46,success
1322,Beta,ui,media,11.64,6.88,160,0,85.6,6.63,success
1323,Gamma,ui,media,0.5,0.3,62,0,70.4,5.44,success
1324,Delta,auth,alta,21.97,17.93,709,0,94.9,5.12,success
1325,Delta,db,alta,8.0,8.03,42,0,48.3,3.33,success
1326,Alpha,ui,alta,4.91,7.13,164,0,73.2,3.19,success
1327,Gamma,api,alta,7.33,6.69,132,0,91.7,9.98,success
1328,Alpha,api,critica,14.37,9.48,36,0,76.5,6.43,success
1329,Gamma,infra,baja,5.61,1.51,46,0,60.2,6.24,success
1330,Beta,ui,critica,7.22,6.17,167,0,,4.22,success
1331,Beta,api,baja,6.93,8.74,76,0,85.8,6.51,success
1332,Gamma,ui,media,7.44,9.07,90,0,55.5,5.98,success
1333,Beta,api,baja,0.5,4.48,15,0,64.1,9.5,success
1334,Delta,api,media,0.5,3.77,120,0,64.4,3.21,success
1335,Gamma,api,media,6.68,11.04,86,0,79.4,7.3,success
1336,Delta,api,baja,6.24,1.36,63,0,50.6,5.15,success
1337,Gamma,ui,media,3.71,4.3,92,0,72.3,20.92,success
1338,Beta,auth,alta,8.32,4.15,46,0,65.2,8.28,success
1339,Delta,db,baja,7.73,10.02,39,0,74.4,5.01,success
1340,Beta,api,media,5.94,3.68,54,0,78.7,3.85,success
1341,Gamma,ui,baja,2.34,5.43,44,0,93.7,5.99,success
1342,Alpha,ui,baja,10.8,6.86,475,1,68.7,12.77,success
1343,Alpha,ui,baja,6.11,6.22,152,0,60.5,5.88,success
1344,Gamma,ui,media,0.5,1.53,28,0,79.0,4.9,success
1345,Alpha,infra,alta,8.36,6.48,417,2,59.6,7.98,success
1346,Delta,ui,media,5.39,5.57,45,0,67.5,16.18,success
1347,Delta,db,alta,7.74,8.44,68,0,72.7,5.01,success
1348,Gamma,db,media,0.5,1.53,150,0,62.0,12.57,success
1349,Gamma,auth,alta,1.42,4.58,11,0,87.5,3.98,success
1350,Gamma,api,critica,3.56,6.23,54,0,52.1,13.26,success
1351,Alpha,api,media,2.44,1.92,40,0,80.4,7.64,success
1352,Beta,api,baja,0.5,6.51,80,0,76.9,7.37,success
1353,Beta,api,baja,8.78,8.63,93,0,22.2,12.72,success
1354,Delta,api,media,0.5,0.72,62,0,67.8,3.86,success
1355,Alpha,ui,media,0.5,3.34,60,0,83.0,6.05,success
1356,Beta,auth,baja,3.1,5.96,174,0,92.4,6.75,success
1357,Beta,db,alta,6.05,6.6,87,0,93.4,8.32,success
1358,Alpha,api,critica,3.37,4.03,69,0,57.0,1.67,success
1359,Alpha,db,baja,2.27,0.3,76,0,62.2,6.32,success
1360,Beta,auth,baja,14.02,7.49,348,0,73.9,4.49,success
1361,Alpha,api,baja,5.21,6.32,78,0,74.1,6.43,success
1362,Alpha,auth,media,0.5,0.3,42,0,89.8,10.5,success
1363,Beta,ui,alta,3.91,5.13,12,0,75.5,4.34,success
1364,Alpha,api,media,5.62,7.08,18,0,63.9,4.5,success
1365,Gamma,infra,baja,2.89,2.95,44,0,61.0,9.37,success
1366,Alpha,api,media,3.19,0.3,60,0,83.5,4.6,rolled_back
1367,Beta,ui,baja,8.88,4.99,40,0,96.2,11.04,success
1368,Beta,api,media,2.6,4.77,91,0,80.5,12.31,success
1369,Delta,ui,media,2.68,6.25,40,0,34.1,6.33,success
1370,Gamma,api,media,4.04,0.3,29,0,84.4,7.53,success
1371,Delta,api,media,5.63,5.08,116,0,30.1,10.26,success
1372,Beta,auth,alta,8.05,2.66,229,0,71.8,5.35,success
1373,Beta,auth,baja,3.02,3.54,25,0,71.9,4.86,success
1374,Beta,auth,alta,9.2,6.63,83,0,81.5,9.89,success
1375,Delta,infra,baja,4.91,10.35,12,0,77.8,8.8,success
1376,Delta,api,baja,2.3,1.53,18,0,96.2,6.62,success
1377,Delta,auth,alta,0.5,4.42,39,0,64.7,3.06,success
1378,Delta,infra,media,5.24,7.17,185,0,63.0,5.24,success
1379,Gamma,auth,baja,6.34,4.82,33,0,80.9,8.18,success
1380,Gamma,api,media,0.5,2.1,32,0,62.5,7.36,success
1381,Delta,db,alta,11.66,8.5,69,0,48.9,7.72,success
1382,Beta,infra,critica,3.97,2.02,69,0,84.9,9.34,success
1383,Beta,db,media,0.5,0.3,33,0,79.1,8.41,success
1384,Delta,api,baja,14.51,9.18,398,0,54.5,7.39,success
1385,Beta,infra,media,1.19,0.3,53,0,81.8,4.9,success
1386,Alpha,auth,baja,3.13,2.13,74,0,67.7,5.62,success
1387,Gamma,infra,baja,0.5,1.31,46,0,63.3,10.17,success
1388,Beta,db,media,4.25,4.45,99,0,90.8,6.03,success
1389,Delta,infra,alta,1.39,3.44,203,0,69.5,3.26,success
1390,Delta,api,baja,9.05,6.44,298,0,62.2,8.58,success
1391,Beta,auth,alta,0.54,0.3,34,0,46.5,6.31,success
1392,Gamma,ui,alta,5.63,5.94,180,0,69.1,14.97,success
1393,Delta,ui,alta,2.86,5.19,109,0,73.6,2.43,success
1394,Gamma,ui,baja,6.92,4.44,160,0,87.0,4.92,success
1395,Alpha,infra,media,6.15,2.73,61,0,63.6,3.37,success
1396,Gamma,ui,baja,4.95,3.35,56,0,69.1,5.69,success
1397,Gamma,api,baja,11.24,7.79,155,0,84.9,7.18,success
1398,Gamma,api,baja,4.95,7.33,157,0,59.6,6.61,success
1399,Alpha,auth,baja,11.04,9.86,273,0,58.4,12.92,success
1400,Beta,auth,baja,5.49,4.79,80,0,57.0,6.68,success
1401,Delta,auth,baja,7.47,10.73,61,0,58.6,4.63,success
1402,Alpha,db,critica,0.5,1.71,7,0,81.3,12.68,success
1403,Beta,db,alta,4.85,7.94,16,0,53.0,8.1,success
1404,Beta,ui,baja,0.84,5.06,47,0,57.2,9.95,success
1405,Alpha,api,critica,1.26,5.13,25,0,69.8,2.16,success
1406,Alpha,ui,baja,5.23,5.44,139,0,71.4,7.66,success
1407,Beta,db,media,3.99,4.19,21,0,83.8,10.62,success
1408,Delta,infra,alta,0.5,1.81,42,0,66.9,8.73,success
1409,Alpha,ui,media,0.85,4.14,44,0,98.1,4.62,success
1410,Beta,db,baja,5.97,3.11,197,0,83.7,7.19,success
1411,Alpha,ui,media,3.3,2.82,39,0,86.5,9.65,success
1412,Gamma,api,media,1.7,6.69,100,0,50.1,6.48,success
1413,Beta,infra,media,5.19,6.17,80,0,50.1,5.36,success
1414,Delta,api,media,5.37,7.11,150,0,65.0,4.12,success
1415,Gamma,api,media,8.61,3.61,143,0,69.4,5.99,success
1416,Delta,api,baja,4.15,2.91,65,0,83.5,12.46,success
1417,Gamma,ui,media,8.6,7.49,14,0,77.7,10.51,success
1418,Beta,ui,baja,3.98,3.78,54,0,59.9,8.33,success
1419,Delta,ui,alta,0.5,0.3,65,0,85.3,5.87,success
1420,Beta,api,alta,3.94,5.76,86,0,84.9,7.61,success
1421,Delta,auth,media,3.09,6.05,34,0,72.4,6.88,success
1422,Delta,infra,alta,4.71,3.61,186,0,93.9,5.97,success
1423,Gamma,api,baja,9.39,9.12,68,0,29.4,4.9,success
1424,Gamma,infra,baja,1.78,7.64,29,0,66.5,5.42,success
1425,Beta,auth,media,1.39,6.15,44,1,47.6,12.03,success
1426,Delta,ui,media,13.91,9.24,378,0,91.8,6.58,success
1427,Gamma,ui,alta,2.43,0.3,121,0,68.1,5.33,success
1428,Delta,db,critica,10.18,8.18,171,0,95.5,3.53,success
1429,Beta,auth,media,5.08,10.42,26,0,43.9,11.2,success
1430,Delta,infra,media,3.49,6.94,36,0,53.5,8.13,success
1431,Beta,ui,media,4.85,4.39,36,0,87.6,7.46,success
1432,Alpha,ui,baja,3.07,7.25,79,0,,5.33,success
1433,Alpha,ui,baja,0.5,4.72,57,0,72.1,8.65,success
1434,Gamma,auth,critica,2.14,0.3,43,0,86.9,16.07,success
1435,Beta,api,alta,1.94,5.32,48,0,79.0,2.62,success
1436,Alpha,api,critica,0.5,2.1,33,0,45.0,7.16,success
1437,Beta,api,baja,0.54,0.3,57,0,81.3,7.44,success
1438,Gamma,ui,baja,3.12,3.6,182,0,69.3,7.38,success
1439,Beta,api,media,0.5,2.84,17,0,52.0,10.04,success
1440,Delta,auth,critica,8.94,4.88,91,0,70.2,2.8,success
1441,Delta,auth,baja,10.55,7.53,231,0,90.0,6.53,success
1442,Gamma,auth,baja,7.12,4.95,57,0,83.8,6.91,success
1443,Delta,auth,baja,4.84,6.39,41,0,71.7,5.69,success
1444,Beta,ui,alta,9.84,6.65,153,0,85.0,4.73,success
1445,Alpha,auth,alta,2.91,0.3,28,0,58.1,3.77,success
1446,Alpha,infra,media,7.9,5.12,65,0,51.2,6.32,success
1447,Delta,auth,baja,0.5,0.3,26,0,88.8,10.29,success
1448,Delta,auth,alta,2.15,0.3,12,0,37.5,3.53,success
1449,Gamma,infra,media,0.5,4.75,58,0,74.2,6.65,success
1450,Alpha,api,baja,5.87,7.03,21,0,97.2,7.29,success
1451,Beta,api,baja,5.24,2.23,66,0,60.1,7.2,success
1452,Alpha,infra,media,10.56,4.66,182,0,56.1,4.34,success
1453,Alpha,infra,baja,8.96,6.62,354,0,82.8,11.31,success
1454,Alpha,db,critica,2.62,0.3,73,0,84.8,8.31,success
1455,Gamma,auth,media,0.71,1.32,167,0,50.9,5.94,success
1456,Alpha,ui,media,5.79,5.15,95,0,47.8,8.69,success
1457,Delta,infra,media,2.06,3.5,47,0,82.8,4.89,success
1458,Beta,infra,media,4.63,5.13,12,0,84.5,9.16,success
1459,Beta,auth,baja,10.73,5.99,288,0,46.9,5.6,success
1460,Gamma,api,media,0.5,1.98,26,0,89.4,4.2,success
1461,Delta,api,baja,3.69,6.92,231,0,51.8,7.65,success
1462,Beta,auth,media,5.49,0.3,108,0,79.3,13.35,success
1463,Alpha,ui,alta,4.05,4.74,28,0,56.4,3.21,success
1464,Alpha,api,media,0.5,0.3,88,0,70.5,3.56,success
1465,Delta,api,media,15.39,14.24,455,0,62.3,9.09,success
1466,Alpha,auth,baja,7.33,7.94,266,0,87.0,7.79,success
1467,Gamma,api,media,0.5,3.76,42,0,52.2,6.9,success
1468,Beta,auth,baja,1.08,0.3,35,0,60.2,6.6,success
1469,Delta,api,critica,4.58,4.91,73,0,76.9,6.0,success
1470,Alpha,auth,media,1.87,3.56,57,0,65.8,8.71,success
1471,Delta,infra,alta,1.61,0.3,196,0,80.8,2.97,success
1472,Gamma,auth,media,6.31,5.65,130,0,72.1,3.69,success
1473,Beta,ui,alta,1.4,3.87,15,0,49.3,3.35,success
1474,Alpha,auth,baja,2.58,0.3,101,0,72.9,6.02,success
1475,Delta,auth,baja,2.74,4.65,57,0,81.9,,success
1476,Beta,auth,baja,3.03,3.57,69,0,94.5,7.72,success
1477,Beta,auth,baja,4.62,7.73,83,0,72.3,9.33,success
1478,Beta,auth,critica,7.14,4.75,196,0,64.6,3.01,success
1479,Alpha,api,alta,7.26,6.3,161,0,79.6,7.99,success
1480,Beta,ui,media,2.87,4.08,34,0,58.7,,success
1481,Alpha,auth,media,6.03,0.3,63,1,97.8,11.04,success
1482,Alpha,api,media,7.48,5.1,45,1,76.6,7.86,success
1483,Beta,ui,media,2.4,3.16,15,0,53.8,4.49,success
1484,Alpha,auth,alta,2.18,0.3,60,0,74.7,4.38,success
1485,Beta,api,media,8.22,8.12,351,0,71.3,21.31,success
1486,Delta,auth,alta,4.46,4.39,14,0,44.7,7.9,success
1487,Alpha,auth,baja,1.6,2.66,65,0,88.9,7.08,success
1488,Alpha,api,critica,10.01,9.31,63,0,76.8,3.15,success
1489,Alpha,infra,baja,11.83,7.57,86,0,79.6,,success
1490,Gamma,infra,media,2.09,2.86,28,0,95.3,6.74,success
1491,Beta,infra,alta,0.5,3.96,18,0,83.9,3.62,success
1492,Beta,api,baja,4.53,4.36,19,0,86.4,5.4,success
1493,Alpha,auth,baja,14.11,5.36,221,0,63.7,8.77,success
1494,Beta,api,media,0.5,1.93,28,0,74.5,5.86,success
1495,Beta,auth,media,8.98,7.05,43,0,66.2,9.75,success
1496,Beta,auth,critica,9.74,9.6,443,0,89.3,2.29,success
1497,Gamma,auth,alta,0.5,0.94,34,0,83.1,8.04,success
1498,Delta,api,media,5.71,2.48,91,0,28.3,9.32,success
1499,Beta,api,critica,10.27,5.23,174,0,86.8,8.99,success
1500,Delta,auth,media,6.77,9.17,166,0,71.4,4.7,success
1501,Gamma,db,alta,4.19,4.74,20,0,63.8,8.06,success
1502,Beta,api,baja,6.36,8.79,35,0,,6.54,success
1503,Alpha,infra,media,7.82,10.03,88,0,50.5,4.36,success
1504,Beta,auth,baja,11.47,6.52,378,0,91.4,7.12,success
1505,Gamma,ui,baja,0.5,0.3,34,0,67.7,4.56,success
1506,Alpha,auth,alta,6.04,4.8,43,0,69.9,6.13,success
1507,Delta,api,baja,6.34,6.84,97,0,69.0,7.21,success
1508,Beta,auth,media,7.25,2.35,116,0,93.1,3.78,success
1509,Delta,auth,media,3.6,4.8,123,0,92.4,,success
1510,Gamma,ui,baja,5.18,5.62,31,0,71.8,9.92,success
1511,Beta,api,media,0.5,0.3,41,1,47.6,9.74,success
1512,Alpha,auth,media,5.07,1.82,81,0,39.3,5.13,success
1513,Gamma,infra,alta,8.63,7.79,208,0,74.3,6.78,success
1514,Beta,auth,baja,3.98,9.07,54,0,64.9,12.7,success
1515,Alpha,ui,critica,5.99,4.36,65,0,66.4,3.82,success
1516,Delta,ui,alta,0.5,2.62,26,0,50.7,13.58,success
1517,Beta,api,media,14.74,8.83,357,1,65.8,14.07,success
1518,Alpha,api,media,4.36,4.71,77,1,53.7,9.22,success
1519,Beta,auth,alta,4.91,2.88,176,0,58.1,3.67,success
1520,Beta,db,alta,0.5,1.15,69,1,49.6,9.71,success
1521,Delta,auth,baja,10.12,13.69,72,0,66.3,5.31,success
1522,Gamma,auth,critica,2.26,3.12,17,0,37.0,2.31,success
1523,Alpha,api,critica,1.37,0.3,10,0,51.9,3.53,success
1524,Alpha,infra,media,5.2,6.23,206,0,43.8,5.2,success
1525,Gamma,db,alta,8.0,9.12,72,0,93.9,12.12,success
1526,Alpha,infra,media,7.04,7.41,80,0,83.6,9.22,success
1527,Beta,ui,alta,5.12,4.13,22,0,30.9,8.5,success
1528,Alpha,ui,alta,2.74,0.85,30,0,90.0,6.78,success
1529,Alpha,api,baja,9.15,4.76,173,0,96.6,6.52,success
1530,Delta,infra,baja,8.97,6.41,319,0,66.9,6.9,success
1531,Alpha,ui,baja,3.71,2.81,38,0,68.0,8.58,success
1532,Alpha,api,critica,5.52,3.42,122,0,86.7,2.54,success
1533,Delta,ui,media,5.21,7.66,79,0,58.2,4.33,success
1534,Alpha,ui,alta,0.5,4.1,60,0,96.5,7.88,success
1535,Delta,auth,media,18.49,15.76,353,0,94.7,8.06,success
1536,Alpha,api,baja,7.54,4.05,44,0,82.8,,success
1537,Alpha,api,critica,5.12,2.27,204,0,90.3,2.4,success
1538,Alpha,db,media,6.33,5.49,94,0,54.9,4.27,success
1539,Gamma,api,media,0.5,2.84,66,0,79.6,8.69,success
1540,Gamma,db,baja,9.17,7.18,229,0,79.5,11.08,success
1541,Beta,api,baja,0.5,2.67,87,0,64.5,5.58,success
1542,Alpha,db,baja,3.07,7.3,61,0,62.8,7.87,success
1543,Alpha,auth,media,7.66,5.55,231,1,45.9,8.32,success
1544,Gamma,infra,media,12.23,10.86,205,0,86.2,10.98,success
1545,Alpha,api,baja,12.26,10.15,197,0,65.4,4.82,success
1546,Gamma,api,baja,8.06,6.57,3,0,86.8,8.22,success
1547,Gamma,auth,baja,9.06,8.84,99,0,55.5,6.5,success
1548,Delta,api,media,4.69,2.39,81,0,73.7,4.36,success
1549,Beta,api,critica,5.11,2.14,65,0,78.2,2.04,success
1550,Alpha,db,media,6.45,6.45,115,0,28.7,4.11,success
1551,Beta,infra,baja,0.98,0.3,84,0,89.1,6.88,success
1552,Delta,ui,media,9.31,8.36,123,0,53.6,4.82,success
1553,Gamma,ui,critica,6.0,2.28,52,0,81.1,4.76,success
1554,Gamma,api,alta,12.31,12.68,257,0,,12.46,success
1555,Beta,db,alta,0.5,0.81,134,0,76.2,8.16,success
1556,Alpha,db,critica,6.45,9.0,109,0,98.9,6.95,success
1557,Delta,api,media,8.3,5.95,104,0,84.7,8.62,success
1558,Delta,infra,critica,7.62,5.44,189,0,85.0,5.75,success
1559,Delta,api,baja,5.43,6.92,167,0,,11.02,success
1560,Delta,db,alta,0.5,2.53,60,1,,6.96,success
1561,Beta,infra,alta,2.59,2.89,163,0,74.7,6.66,success
1562,Beta,db,critica,4.8,3.37,78,0,67.2,1.77,success
1563,Alpha,auth,media,12.61,8.08,374,1,54.6,12.67,success
1564,Delta,ui,alta,6.58,11.34,179,0,49.6,5.58,success
1565,Gamma,auth,baja,8.54,2.44,38,0,75.4,7.26,success
1566,Beta,db,media,14.52,7.21,543,1,,8.25,success
1567,Delta,api,media,1.21,5.17,10,0,29.4,3.93,success
1568,Gamma,ui,media,11.52,11.17,118,0,80.4,5.2,success
1569,Delta,infra,media,2.09,0.45,36,0,,6.47,success
1570,Delta,auth,baja,13.1,4.98,363,0,83.1,10.35,success
1571,Alpha,api,baja,4.06,7.12,84,0,98.3,11.03,success
1572,Beta,ui,baja,5.11,1.95,33,0,81.0,10.48,success
1573,Gamma,api,media,0.5,0.57,52,0,31.3,7.79,success
1574,Delta,auth,media,2.41,3.19,35,0,76.3,3.9,failed
1575,Alpha,auth,alta,3.67,1.02,51,0,70.3,5.17,success
1576,Beta,api,baja,0.51,4.12,50,0,79.2,12.78,success
1577,Gamma,ui,alta,4.23,4.09,34,0,73.5,12.48,success
1578,Delta,ui,media,7.03,3.51,85,0,76.1,3.87,success
1579,Alpha,auth,baja,6.03,3.13,95,1,54.4,12.1,success
1580,Gamma,api,baja,9.09,10.2,27,0,49.9,13.14,success
1581,Beta,api,media,1.15,1.49,15,0,51.0,9.94,success
1582,Alpha,api,media,5.94,6.6,88,0,86.1,6.31,success
1583,Gamma,db,baja,6.92,5.63,108,0,56.3,8.29,success
1584,Beta,api,baja,5.16,0.3,129,0,74.5,8.81,success
1585,Gamma,ui,baja,9.3,8.95,110,0,83.6,11.31,success
1586,Beta,infra,baja,11.11,10.85,275,0,91.1,11.17,success
1587,Delta,ui,baja,3.13,7.98,164,0,69.4,6.72,success
1588,Alpha,ui,alta,26.28,12.52,744,1,65.1,13.46,success
1589,Delta,auth,media,33.0,13.4,1086,0,75.1,12.25,success
1590,Alpha,auth,media,1.58,4.05,14,0,100.0,5.82,success
1591,Gamma,auth,media,1.39,0.84,9,0,64.6,11.91,success
1592,Beta,db,media,6.19,1.64,66,0,86.7,5.79,success
1593,Beta,db,baja,8.39,6.8,105,0,64.9,9.74,success
1594,Alpha,auth,baja,3.44,2.44,62,0,64.9,14.03,success
1595,Gamma,auth,baja,5.01,1.32,126,0,75.4,11.9,success
1596,Alpha,api,media,0.5,1.59,52,0,82.1,4.83,success
1597,Gamma,ui,media,0.57,3.26,36,0,93.9,7.55,success
1598,Gamma,ui,media,0.5,2.24,41,0,76.3,8.12,success
1599,Delta,ui,media,4.66,4.75,56,1,92.0,11.01,success
1600,Gamma,infra,critica,5.88,6.14,142,0,68.9,3.18,success
1601,Beta,api,baja,0.56,0.3,43,0,57.8,6.08,success
1602,Gamma,ui,media,4.07,3.81,51,0,72.1,5.92,success
1603,Delta,ui,media,5.12,5.17,111,0,76.7,3.92,success
1604,Beta,api,alta,0.5,0.86,56,0,80.1,7.11,success
1605,Alpha,infra,alta,10.35,5.64,182,0,69.0,13.07,success
1606,Delta,auth,alta,6.06,3.27,29,0,33.8,5.32,success
1607,Alpha,db,baja,2.1,2.03,24,0,64.9,6.08,success
1608,Gamma,db,media,5.88,7.31,88,0,82.8,4.14,success
1609,Alpha,infra,alta,4.03,7.74,96,0,92.8,9.41,success
1610,Alpha,ui,media,0.5,5.11,31,0,54.1,7.58,success
1611,Delta,api,critica,15.52,6.91,223,0,81.1,5.2,success
1612,Alpha,db,media,15.27,8.31,377,1,81.8,11.62,success
1613,Gamma,db,media,6.46,7.02,38,0,60.6,7.68,success
1614,Gamma,ui,media,8.62,9.92,254,0,58.5,8.04,failed
1615,Alpha,db,media,5.18,2.19,8,1,64.0,11.37,success
1616,Alpha,api,alta,3.71,4.18,176,0,52.5,7.74,success
1617,Delta,ui,baja,2.15,0.3,31,0,42.9,,success
1618,Gamma,infra,media,9.44,7.86,161,0,64.0,3.54,success
1619,Alpha,api,media,1.2,0.61,28,0,,4.75,success
1620,Delta,api,alta,6.77,6.02,63,0,77.8,3.84,success
1621,Beta,infra,media,3.87,0.79,32,0,68.2,4.89,success
1622,Alpha,db,critica,4.2,0.3,55,0,80.9,2.46,success
1623,Delta,infra,alta,10.11,15.31,346,0,83.4,6.36,success
1624,Alpha,api,baja,4.88,4.6,61,0,68.6,10.0,success
1625,Gamma,infra,alta,22.2,20.16,446,0,79.2,2.82,success
1626,Delta,auth,critica,3.96,7.65,47,0,68.6,2.62,success
1627,Gamma,ui,baja,11.61,4.38,255,0,72.4,5.07,success
1628,Gamma,api,media,4.93,5.36,15,0,70.8,3.41,success
1629,Beta,db,baja,0.5,0.3,52,0,86.6,7.69,success
1630,Alpha,infra,media,2.88,2.49,41,0,93.3,3.52,success
1631,Gamma,db,baja,9.4,2.43,266,0,88.3,7.56,success
1632,Delta,ui,alta,0.5,0.3,79,0,85.1,6.11,success
1633,Alpha,api,media,4.36,1.98,10,0,65.9,6.24,success
1634,Delta,ui,media,0.5,0.44,21,0,88.1,6.28,success
1635,Beta,ui,baja,4.85,4.51,27,0,69.0,7.13,success
1636,Gamma,auth,media,3.97,1.29,155,0,93.8,9.15,success
1637,Alpha,ui,media,11.47,8.76,138,0,76.0,12.32,success
1638,Gamma,infra,media,2.55,5.87,51,0,83.0,7.25,success
1639,Alpha,db,baja,8.24,7.13,41,0,48.8,6.01,success
1640,Beta,db,baja,5.29,4.51,127,0,86.1,5.6,success
1641,Gamma,api,media,2.53,3.87,24,0,70.2,3.48,success
1642,Alpha,ui,critica,9.12,3.38,101,0,91.1,9.26,success
1643,Beta,auth,baja,2.04,5.1,93,0,61.6,6.86,success
1644,Gamma,api,media,3.74,0.75,52,0,69.3,5.81,success
1645,Alpha,api,baja,6.26,9.14,95,0,85.4,7.63,success
1646,Beta,api,alta,5.4,6.67,73,0,71.7,4.3,success
1647,Beta,auth,baja,5.25,6.04,104,0,54.6,8.14,success
1648,Gamma,ui,media,2.27,4.36,20,0,68.4,7.1,success
1649,Delta,api,media,8.15,6.39,116,0,79.4,7.53,success
1650,Delta,api,baja,7.6,4.09,168,0,83.6,5.06,failed
1651,Alpha,auth,baja,7.19,3.46,89,0,87.7,4.5,rolled_back
1652,Alpha,ui,media,6.47,9.76,115,0,58.6,8.97,success
1653,Alpha,api,media,5.5,5.06,60,0,92.9,5.74,success
1654,Gamma,api,critica,10.47,4.99,149,0,69.6,2.81,success
1655,Alpha,ui,media,3.32,4.78,71,0,49.6,9.49,success
1656,Alpha,auth,critica,5.61,5.72,24,0,87.0,2.87,success
1657,Delta,infra,media,5.7,4.1,140,0,61.7,4.52,success
1658,Delta,auth,baja,0.5,0.3,15,0,88.2,6.26,success
1659,Delta,api,baja,3.54,5.46,86,0,80.8,5.98,success
1660,Beta,auth,media,1.24,4.61,47,0,90.7,4.82,failed
1661,Gamma,ui,baja,4.67,5.11,45,0,,9.74,success
1662,Gamma,api,alta,3.33,3.68,78,0,87.8,10.55,success
1663,Alpha,infra,media,3.38,1.57,35,0,56.9,4.3,success
1664,Gamma,api,media,8.76,7.96,106,0,79.2,6.32,success
1665,Gamma,ui,media,9.34,5.52,70,0,88.4,4.85,success
1666,Beta,auth,media,4.02,0.73,38,0,55.8,9.93,success
1667,Delta,auth,media,12.09,11.57,222,0,87.9,7.23,success
1668,Gamma,api,baja,3.77,1.19,80,0,54.8,7.59,success
1669,Gamma,ui,baja,0.5,0.3,118,0,54.4,9.55,success
1670,Gamma,api,baja,5.01,7.78,239,0,86.7,10.64,success
1671,Delta,infra,baja,8.43,2.2,235,0,85.1,9.45,success
1672,Gamma,db,media,8.17,5.43,112,0,78.5,8.12,success
1673,Beta,infra,baja,2.95,0.53,51,0,23.0,13.37,success
1674,Delta,api,baja,6.28,3.46,18,0,90.7,8.66,success
1675,Gamma,db,critica,10.86,13.58,80,0,94.5,2.76,success
1676,Delta,ui,critica,4.56,3.98,179,0,58.4,4.88,success
1677,Alpha,ui,media,10.3,8.58,92,0,60.5,5.3,success
1678,Beta,infra,media,0.5,3.78,3,0,82.5,11.76,success
1679,Delta,ui,alta,12.22,7.21,146,0,85.6,4.57,success
1680,Gamma,infra,baja,6.5,8.09,154,0,64.5,6.74,success
1681,Delta,db,media,2.79,4.11,51,0,85.4,5.89,success
1682,Alpha,auth,baja,6.84,7.49,162,0,84.4,8.19,success
1683,Alpha,ui,media,3.42,1.74,117,0,80.3,4.94,success
1684,Delta,api,critica,7.82,7.3,36,0,91.2,3.14,success
1685,Beta,infra,alta,6.19,5.19,209,1,86.7,6.44,success
1686,Gamma,db,critica,0.64,4.71,21,0,51.6,9.36,success
1687,Beta,auth,alta,0.5,0.45,63,0,84.0,7.02,success
1688,Beta,auth,media,1.55,7.51,58,0,72.1,5.73,success
1689,Delta,auth,alta,0.75,2.8,32,0,53.3,4.27,success
1690,Alpha,api,media,2.64,2.77,88,0,73.3,4.48,success
1691,Delta,auth,media,7.96,5.67,217,0,40.6,5.43,success
1692,Delta,db,baja,4.63,4.26,205,0,76.0,6.95,success
1693,Gamma,ui,media,11.47,6.81,128,0,78.7,10.03,success
1694,Beta,db,baja,1.96,4.34,14,0,57.3,5.6,success
1695,Alpha,api,media,3.58,3.62,20,0,70.7,6.87,success
1696,Gamma,ui,baja,7.35,10.77,77,0,60.6,8.98,success
1697,Beta,auth,media,10.02,6.43,65,0,72.0,4.77,success
1698,Alpha,infra,baja,5.66,4.59,43,0,,4.87,success
1699,Beta,auth,baja,12.36,7.83,370,0,55.9,7.96,success
1700,Delta,auth,media,0.8,6.65,73,0,77.1,4.46,success
1701,Beta,auth,baja,6.28,1.65,109,0,46.6,8.37,success
1702,Alpha,db,critica,9.63,7.51,162,0,73.5,5.01,success
1703,Gamma,auth,media,4.6,5.04,70,0,63.9,9.03,success
1704,Alpha,ui,media,22.78,12.35,687,1,100.0,13.38,success
1705,Delta,db,baja,3.54,10.23,29,0,74.3,4.99,success
1706,Delta,db,alta,0.5,0.3,39,0,16.6,6.89,success
1707,Delta,auth,media,3.33,3.58,29,0,80.8,7.14,success
1708,Delta,auth,media,12.47,13.19,272,0,64.3,7.04,success
1709,Alpha,api,baja,5.99,4.16,137,0,79.6,10.68,success
1710,Alpha,auth,alta,6.16,5.56,41,0,58.6,3.63,success
1711,Beta,ui,critica,6.4,4.48,31,0,54.5,7.6,failed
1712,Beta,api,media,7.45,5.84,232,0,79.1,7.78,success
1713,Delta,api,baja,6.16,7.9,92,0,90.4,4.87,success
1714,Gamma,auth,baja,9.26,6.0,237,0,55.9,6.28,success
1715,Gamma,ui,baja,0.5,0.3,63,0,92.0,7.5,success
1716,Delta,auth,alta,4.59,4.17,106,0,94.9,2.86,success
1717,Gamma,ui,critica,0.97,2.24,87,0,66.7,5.89,failed
1718,Beta,auth,critica,3.54,4.11,38,0,65.9,7.65,success
1719,Beta,infra,alta,5.82,4.53,59,0,81.1,7.76,success
